Hour,RegionA|RealTimeInference,RegionA|BatchInference,RegionA|AITraining,RegionB|RealTimeInference,RegionB|BatchInference,RegionB|AITraining,RegionC|RealTimeInference,RegionC|BatchInference,RegionC|AITraining,RegionD|RealTimeInference,RegionD|BatchInference,RegionD|AITraining,RegionE|RealTimeInference,RegionE|BatchInference,RegionE|AITraining,RegionF|RealTimeInference,RegionF|BatchInference,RegionF|AITraining
1432,0,17,0,0,0,16,0,0,20,103,7,0,238,28,0,99,21,3
1433,38,15,6,0,5,6,0,17,7,406,9,0,37,0,0,180,22,1
1434,30,37,16,0,7,2,0,16,8,80,30,0,0,0,7,0,0,0
1435,0,24,11,0,16,5,0,0,1,91,12,0,115,0,0,0,0,0
1436,0,24,3,0,0,5,29,33,7,118,0,0,178,0,0,215,0,0
1437,0,20,11,0,64,4,0,18,8,0,45,0,132,5,0,100,0,0
1438,0,41,15,0,0,11,101,0,11,220,0,0,101,0,0,68,0,0
1439,0,10,19,0,0,5,0,34,5,55,0,0,283,19,0,73,0,0
1440,0,0,11,0,9,8,107,23,4,149,6,0,158,0,0,39,28,0
1441,70,46,9,0,57,4,0,39,0,112,44,0,200,0,6,0,0,0
1442,95,18,0,0,14,0,0,0,7,160,23,0,0,9,1,174,0,0
1443,0,13,4,0,0,0,36,60,10,365,0,0,151,0,7,0,0,0
1444,0,0,7,0,46,12,0,56,15,271,0,0,90,21,0,229,0,9
1445,118,0,8,102,15,7,0,8,0,230,0,0,158,4,0,256,0,0
1446,0,36,26,0,27,4,0,7,5,222,26,0,165,5,0,0,0,0
1447,0,23,18,0,0,5,0,21,3,73,0,0,0,0,0,0,22,0
1448,0,15,18,0,9,0,0,25,0,165,0,0,0,39,0,60,5,0
1449,0,0,21,43,17,18,87,68,6,246,43,0,287,0,0,80,0,0
1450,105,11,5,0,8,6,157,0,4,70,12,0,0,0,0,113,0,0
1451,0,0,0,0,36,3,0,0,9,93,17,5,104,38,0,58,12,0
1452,93,46,11,31,11,11,0,0,0,249,42,0,0,18,0,0,21,0
1453,0,32,6,0,41,8,0,0,12,159,0,0,63,30,0,36,24,0
1454,0,19,0,0,12,17,0,0,0,249,20,0,239,18,6,138,0,0
1455,22,11,0,96,53,23,0,15,1,69,6,6,54,0,0,0,0,0
1456,0,32,13,0,10,0,0,23,3,217,8,0,98,0,0,140,12,0
1457,0,0,12,0,18,9,106,23,15,337,25,0,179,0,0,0,19,0
1458,98,37,7,226,0,9,0,30,23,0,0,0,191,32,0,105,0,6
1459,0,24,18,0,43,11,0,0,13,106,0,6,0,37,0,0,0,0
1460,79,13,8,80,52,7,0,8,9,43,15,0,66,25,0,46,30,0
1461,0,0,8,0,16,0,102,12,5,0,9,0,144,0,0,70,23,0
1462,122,38,1,0,20,5,0,22,6,42,43,0,51,0,0,347,8,5
1463,223,37,0,0,0,0,96,28,2,204,0,5,85,0,0,210,0,0
1464,0,16,14,139,31,1,0,20,0,229,7,0,21,7,5,81,0,0
1465,0,11,17,0,34,29,0,7,4,0,0,0,190,5,0,118,8,0
1466,0,43,5,108,48,13,86,15,0,140,37,0,98,0,5,77,28,0
1467,87,0,6,0,20,18,46,0,0,521,33,0,80,5,0,82,8,3
1468,105,21,9,99,9,0,0,0,0,377,0,3,232,34,0,0,22,0
1469,0,0,14,0,31,14,0,15,13,241,36,0,117,0,3,172,11,0
1470,81,0,9,64,0,5,0,0,8,133,40,0,211,23,0,146,0,4
1471,0,21,17,0,25,5,0,34,4,56,0,0,195,8,0,245,0,0
1472,0,10,16,0,9,19,0,10,0,242,44,0,180,44,0,111,21,0
1473,25,23,11,28,13,0,0,17,0,123,13,1,379,0,0,0,10,0
1474,105,5,1,0,0,13,0,0,22,217,50,9,0,0,6,294,55,0
1475,0,34,10,0,11,10,0,23,6,267,18,6,77,0,0,0,0,0
1476,0,0,39,0,57,4,95,42,26,141,25,0,183,56,1,40,29,0
1477,0,51,26,120,0,4,18,5,3,293,29,0,116,13,0,0,0,0
1478,0,0,9,0,0,16,0,5,4,0,13,0,87,20,0,114,0,0
1479,93,19,4,0,0,12,0,21,19,144,0,0,161,15,0,29,0,0
1480,0,0,11,119,21,23,0,12,3,0,31,0,0,35,0,22,35,0
1481,107,22,13,0,12,11,83,0,11,262,17,0,0,5,5,197,16,0
1482,37,10,8,0,0,0,0,47,12,198,24,0,0,23,0,299,7,0
1483,58,11,4,0,42,8,0,42,6,295,28,0,85,11,0,32,6,0
1484,0,34,10,0,20,5,0,23,17,220,0,2,35,16,7,141,15,0
1485,0,21,7,0,0,9,38,19,6,140,8,0,51,0,0,0,0,0
1486,0,11,19,0,0,17,193,0,0,0,25,0,62,0,0,172,0,4
1487,36,20,12,0,51,4,0,32,8,85,13,0,235,9,0,127,12,4
1488,45,14,10,0,15,0,27,0,4,401,5,5,0,52,0,163,9,0
1489,0,0,14,0,31,3,0,0,0,537,14,0,61,33,6,60,19,0
1490,0,68,19,73,63,7,32,23,4,19,13,0,231,0,0,0,57,6
1491,0,19,14,0,39,9,0,15,9,61,0,0,229,17,0,94,0,0
1492,0,39,13,0,16,0,125,45,1,603,35,0,0,10,0,149,0,0
1493,0,24,17,0,25,2,0,33,3,149,0,2,190,0,0,239,14,0
1494,0,10,8,0,22,2,0,9,12,83,34,0,122,0,0,17,9,0
1495,0,39,16,0,48,2,0,0,15,253,0,0,25,0,5,146,17,7
1496,53,12,6,0,25,2,56,16,5,178,0,0,431,7,0,158,0,0
1497,0,0,2,177,12,2,0,26,0,204,16,0,295,13,0,112,0,0
1498,0,12,1,0,17,7,0,15,6,380,16,0,117,14,0,126,23,0
1499,0,25,13,0,14,17,167,20,21,116,0,0,146,0,0,90,0,0
1500,0,12,13,0,27,5,0,0,3,142,22,0,229,38,0,42,4,7
1501,0,0,25,0,0,2,76,19,1,16,19,0,0,9,0,145,0,0
1502,0,5,0,0,36,0,0,0,2,67,27,0,31,41,0,276,18,0
1503,0,7,0,0,39,10,116,23,14,260,0,0,78,10,7,0,4,0
1504,0,7,1,107,0,4,0,0,6,236,0,0,48,18,2,158,7,0
1505,49,33,19,101,15,6,0,13,0,121,0,0,104,17,0,115,0,0
1506,0,0,8,0,23,15,96,4,2,93,15,0,0,44,0,80,18,0
1507,151,13,22,0,0,4,0,11,2,409,33,0,71,0,7,103,0,0
1508,0,16,3,0,28,12,0,9,12,335,15,0,221,0,10,202,0,0
1509,0,20,2,104,28,10,0,14,13,306,47,0,112,35,5,0,23,0
1510,0,6,0,0,12,1,0,21,4,315,5,0,52,0,0,92,28,0
1511,0,0,6,27,40,18,16,0,0,597,19,0,370,0,0,201,0,6
1512,0,22,6,53,0,0,0,0,5,0,13,2,355,4,0,355,7,0
1513,105,9,21,0,4,0,0,10,0,65,6,0,0,5,0,125,0,0
1514,0,6,19,0,8,8,0,34,3,302,32,0,0,18,0,0,0,0
1515,0,0,22,85,12,9,0,0,7,160,18,0,182,4,9,131,24,0
1516,0,22,9,0,16,5,0,0,1,155,0,0,95,9,6,136,17,0
1517,63,14,12,0,18,12,96,0,26,158,21,0,162,13,0,96,10,0
1518,0,0,7,75,20,7,80,0,8,137,0,0,112,19,5,45,0,0
1519,108,51,1,0,44,10,0,44,11,61,14,0,283,15,0,376,11,0
1520,0,10,0,0,0,4,125,18,13,209,4,0,0,32,0,0,19,0
1521,0,22,3,0,6,8,31,20,10,100,32,0,53,0,0,99,30,0
1522,23,0,10,0,26,0,28,0,2,236,22,6,276,0,0,227,8,0
1523,0,5,15,0,7,5,0,39,0,80,7,0,89,0,0,106,0,0
1524,0,21,6,0,14,3,59,22,6,183,6,0,96,21,5,236,18,0
1525,0,19,9,19,0,12,0,23,13,140,11,0,0,8,5,0,17,0
1526,46,5,1,124,0,0,0,43,0,239,28,0,30,0,0,70,0,0
1527,88,47,9,0,0,10,61,18,24,234,0,0,104,19,0,83,5,0
1528,0,0,4,0,71,7,0,21,15,443,40,0,216,19,3,397,23,3
1529,0,0,13,0,9,5,0,84,3,122,22,0,79,0,10,0,20,0
1530,0,35,20,0,35,2,0,44,14,215,0,0,102,0,5,76,30,0
1531,77,16,15,0,0,2,70,0,4,42,0,0,170,20,0,229,16,0
1532,0,33,8,0,29,26,0,0,9,221,0,0,409,5,0,134,6,0
1533,0,8,10,0,20,2,0,0,5,153,32,2,34,14,8,34,15,0
1534,0,0,15,0,24,24,38,20,14,90,8,0,184,13,0,0,0,0
1535,0,11,15,0,7,7,0,0,7,99,14,7,31,20,0,0,19,0
1536,0,0,9,0,11,3,0,9,7,134,16,6,110,34,4,289,0,0
1537,83,21,6,0,29,16,183,0,6,189,12,0,335,11,0,108,0,0
1538,0,21,8,60,10,3,0,21,7,110,5,0,0,0,0,205,0,0
1539,0,34,13,0,0,11,0,38,17,254,0,0,70,18,0,61,26,6
1540,0,54,2,85,8,10,0,9,13,187,20,0,96,0,0,97,16,0
1541,105,46,3,114,8,6,0,16,0,221,43,0,264,0,0,192,17,7
1542,0,14,0,126,69,0,0,0,7,97,22,0,65,34,0,0,16,11
1543,22,12,3,0,0,22,52,10,11,191,30,0,144,13,0,144,5,0
1544,24,0,9,17,32,3,0,5,10,318,9,0,208,10,6,65,0,0
1545,0,38,30,0,4,8,0,16,9,0,28,0,38,36,6,190,18,0
1546,0,35,3,0,13,6,0,0,6,585,18,0,266,0,0,315,8,0
1547,0,16,7,0,34,19,0,33,0,286,63,0,43,0,7,42,0,0
1548,36,0,5,0,0,17,0,45,8,61,10,0,0,19,0,0,0,7
1549,0,0,4,0,24,4,0,23,0,186,21,0,0,0,0,110,0,0
1550,0,28,12,0,18,9,0,22,10,116,7,0,161,7,0,139,18,5
1551,38,36,21,0,11,0,0,33,8,159,0,0,76,22,0,71,18,0
1552,0,17,0,0,0,5,0,7,5,167,21,0,181,0,0,20,5,4
1553,0,8,8,0,0,6,0,0,19,128,6,7,162,15,0,142,0,0
1554,0,14,0,0,29,18,0,0,2,53,0,0,0,4,0,144,0,0
1555,0,22,2,82,0,14,17,0,4,197,21,0,197,38,3,74,38,0
1556,0,23,9,147,23,3,47,0,10,543,23,0,36,12,11,173,23,0
1557,0,43,8,112,23,15,75,0,1,295,22,7,289,0,0,36,0,0
1558,104,25,15,0,15,12,0,14,9,41,29,0,133,0,0,252,0,2
1559,0,27,10,30,8,3,165,0,20,0,21,0,0,41,0,304,23,0
1560,0,25,8,0,29,12,123,0,0,210,0,0,149,10,0,114,0,0
1561,0,31,13,0,71,4,100,0,5,403,0,6,160,0,4,75,0,0
1562,0,17,16,163,34,10,0,0,7,250,12,0,225,45,0,0,36,5
1563,0,4,0,127,27,3,0,18,6,55,52,0,26,4,0,43,20,0
1564,0,61,5,0,29,10,0,0,1,108,0,0,174,29,0,45,30,0
1565,67,0,6,72,31,7,22,0,0,126,38,0,132,14,0,0,0,0
1566,67,25,5,35,17,6,0,0,8,0,58,0,58,44,0,102,19,0
1567,36,27,1,28,15,14,0,13,6,88,0,0,146,0,0,129,21,0
1568,115,20,3,30,0,0,0,48,5,54,28,1,36,0,0,184,14,0
1569,110,0,5,0,37,6,0,52,12,234,0,0,125,0,3,86,0,0
1570,0,4,7,0,0,9,151,29,6,207,18,0,102,22,0,42,28,2
1571,0,10,18,0,37,15,52,12,0,124,5,0,21,22,0,0,11,0
1572,163,7,31,0,45,21,0,22,6,0,19,0,122,5,0,22,20,0
1573,50,0,3,0,58,15,0,20,10,284,17,0,74,11,0,74,0,0
1574,0,0,10,0,0,3,201,28,21,441,33,0,485,11,3,0,0,0
1575,0,17,6,0,38,15,89,8,0,18,13,0,0,0,0,40,0,3
1576,0,42,12,0,50,4,0,0,21,35,31,6,150,0,0,187,19,0
1577,0,0,17,0,6,8,0,0,12,147,34,0,0,0,0,161,0,0
1578,0,37,18,0,17,20,73,0,14,155,0,7,91,0,0,255,0,0
1579,0,12,10,0,0,12,110,40,5,232,11,0,59,0,7,0,43,0
1580,0,28,9,216,0,6,0,13,1,108,5,0,63,17,0,92,0,4
1581,0,4,3,0,33,8,61,0,8,177,8,0,116,0,0,118,0,0
1582,0,29,23,0,0,17,101,19,8,140,10,0,268,0,2,339,0,0
1583,0,41,4,0,0,0,0,19,13,76,12,0,210,27,0,161,9,0
1584,0,0,11,28,13,7,128,0,14,304,16,7,30,0,0,0,0,6
1585,0,0,8,0,17,14,0,34,6,300,0,0,29,0,0,178,4,7
1586,0,15,14,92,0,11,101,24,5,170,24,0,107,0,0,161,18,0
1587,0,18,34,44,21,21,0,61,12,23,28,0,239,0,4,73,16,0
1588,0,10,4,114,40,30,0,4,6,41,0,5,0,5,0,312,0,0
1589,0,5,11,0,14,2,0,17,12,34,16,0,94,0,0,125,26,0
1590,0,8,31,0,23,22,0,57,6,305,0,0,164,0,0,0,0,0
1591,76,5,11,0,13,8,111,0,0,268,23,1,54,0,0,0,12,0
1592,0,17,6,0,15,11,119,0,4,203,12,0,104,36,0,120,32,0
1593,0,14,19,0,8,31,0,26,12,110,8,0,225,0,0,266,14,0
1594,66,36,0,57,10,2,0,8,1,345,15,0,0,0,4,471,20,0
1595,205,0,14,0,31,10,0,11,0,255,22,0,94,0,7,223,0,0
1596,42,31,13,0,4,5,0,23,6,500,16,2,114,23,1,148,0,0
1597,106,23,12,0,26,6,52,14,1,367,37,0,178,7,3,58,18,0
1598,0,11,1,0,11,0,118,21,4,454,0,7,113,11,0,197,12,0
1599,0,12,12,127,34,3,0,53,6,334,32,6,180,0,0,435,0,0
1600,91,20,11,0,49,13,52,0,13,149,18,0,81,6,0,174,0,0
1601,58,16,6,0,64,6,0,28,12,0,48,1,0,0,0,0,0,0
1602,41,0,7,0,39,10,0,23,7,0,24,5,190,23,1,87,0,5
1603,0,10,12,0,11,6,0,50,0,0,36,0,156,0,5,0,16,0
1604,0,32,0,0,23,15,0,6,15,137,6,0,319,0,0,52,0,0
1605,0,21,0,0,43,7,0,33,0,241,7,0,141,20,1,293,6,0
1606,0,43,5,0,35,2,0,0,9,257,22,0,26,0,0,139,0,0
1607,0,10,7,0,59,10,0,0,13,252,32,0,47,39,0,25,12,0
1608,19,0,11,46,28,3,0,0,10,517,0,7,104,0,0,0,0,0
1609,0,11,20,0,22,22,121,51,1,127,45,0,0,0,2,360,26,0
1610,0,0,12,0,25,7,101,29,5,0,12,0,360,0,0,165,13,0
1611,37,36,12,84,74,0,0,8,6,116,10,0,98,13,3,172,18,0
1612,0,0,7,124,33,0,126,0,0,0,0,0,22,22,0,171,40,0
1613,99,0,14,0,0,23,0,0,4,179,0,0,260,0,0,205,12,3
1614,60,34,0,0,0,6,0,0,8,318,8,0,0,0,0,267,32,0
1615,0,15,4,42,13,14,0,24,0,165,23,0,125,10,7,201,0,0
1616,0,60,15,0,6,4,0,11,5,127,27,0,83,20,0,182,36,0
1617,31,48,6,0,0,6,104,21,5,193,0,3,191,0,5,328,0,0
1618,0,14,5,0,41,5,109,14,11,99,30,0,173,8,0,140,41,0
1619,64,50,2,121,0,7,0,21,9,349,0,0,0,0,0,0,0,6
1620,0,35,8,0,13,7,0,0,6,0,21,4,40,4,0,60,20,0
1621,0,18,23,0,24,5,0,16,5,54,10,5,45,18,0,0,33,9
1622,0,0,13,0,0,9,0,21,17,143,24,0,0,0,0,384,0,0
1623,0,16,32,0,9,11,0,6,9,61,27,0,49,8,0,90,18,7
1624,0,15,13,0,22,6,0,0,0,296,44,0,0,18,0,191,0,5
1625,51,34,7,0,0,17,43,14,17,75,52,0,0,28,9,102,5,0
1626,0,6,9,93,50,13,22,0,0,0,18,0,118,23,11,135,17,0
1627,0,0,6,53,0,15,0,4,3,188,23,0,60,10,6,156,17,1
1628,0,33,10,0,0,10,0,0,3,428,18,0,331,17,0,74,12,0
1629,0,0,8,0,16,15,62,27,18,360,9,0,68,0,5,284,43,0
1630,0,38,13,0,0,18,0,44,10,73,0,0,27,48,0,359,29,5
1631,191,33,3,0,14,2,0,14,2,418,18,5,170,0,0,0,13,0
1632,0,0,11,28,22,3,0,8,0,392,22,0,0,0,7,257,20,0
1633,0,28,0,115,0,3,0,19,8,29,9,0,102,0,0,0,0,1
1634,0,23,5,0,41,16,95,14,11,134,0,0,174,15,0,268,8,0
1635,259,5,13,0,0,2,0,23,6,499,17,5,122,11,0,63,0,0
1636,21,0,2,105,12,11,0,5,4,0,16,0,0,0,0,129,7,0
1637,53,22,13,0,33,4,0,12,1,36,85,0,107,12,0,38,0,0
1638,0,18,24,0,16,9,0,33,10,71,0,5,0,0,0,92,0,0
1639,78,42,27,0,29,4,0,37,9,532,13,10,86,17,3,256,7,2
1640,0,42,10,103,30,2,0,10,2,0,0,0,145,22,0,0,13,0
1641,0,29,0,47,20,6,0,4,3,154,20,1,479,0,0,60,0,0
1642,126,43,6,0,24,0,0,0,8,0,26,0,146,14,3,32,0,0
1643,0,20,11,0,0,9,0,20,6,33,47,0,70,35,0,0,0,0
1644,200,23,14,154,37,14,0,19,5,0,0,7,115,38,8,142,72,0
1645,90,9,10,0,19,0,0,23,8,256,17,0,357,21,2,0,23,0
1646,25,21,8,0,17,3,0,11,7,418,48,0,127,0,0,96,0,0
1647,0,5,13,0,0,6,0,7,12,80,0,0,0,26,0,351,32,0
1648,0,30,10,105,23,1,0,16,0,72,14,0,116,35,0,40,0,2
1649,0,0,18,0,15,10,0,26,4,273,0,0,50,0,0,111,14,0
1650,0,17,10,0,35,10,0,29,12,87,58,6,407,11,0,112,0,0
1651,105,60,6,77,21,17,0,0,4,278,9,0,56,37,0,68,23,0
1652,0,0,21,0,0,7,0,14,14,331,31,0,154,0,0,102,24,0
1653,0,10,2,0,5,0,0,35,19,252,0,0,121,25,0,98,0,0
1654,110,5,14,0,0,7,122,0,14,52,9,0,163,25,0,243,34,0
1655,0,43,10,0,31,5,165,28,15,149,32,0,164,17,0,188,17,0
1656,0,14,18,0,26,15,0,0,10,194,14,0,360,0,0,74,0,7
1657,0,0,10,100,33,1,0,0,13,109,25,0,263,0,3,522,61,0
1658,0,8,4,0,14,18,0,6,5,265,32,6,78,26,0,45,0,0
1659,0,0,12,0,36,17,62,7,4,159,33,0,287,0,0,98,10,0
1660,0,22,13,115,0,18,126,4,7,261,26,7,177,0,1,39,34,0
1661,0,35,9,0,18,5,74,39,7,0,10,0,29,0,1,29,0,0
1662,112,4,8,0,102,7,0,18,3,109,11,0,115,0,0,0,37,0
1663,0,0,12,0,44,19,72,13,16,0,18,0,179,31,0,234,0,0
1664,0,22,7,0,37,15,0,32,8,515,7,0,142,0,5,49,0,2
1665,0,11,4,0,15,17,0,36,14,230,49,0,16,9,0,23,0,5
1666,0,19,4,0,0,19,0,10,0,36,36,0,108,0,0,106,19,0
1667,0,9,28,115,10,23,0,0,1,308,21,5,109,22,0,280,7,0
1668,0,80,8,0,42,10,0,0,10,77,20,0,104,22,0,0,20,0
1669,118,41,7,0,5,9,0,19,0,155,26,0,44,0,9,302,6,0
1670,0,0,5,40,43,13,0,0,11,164,0,0,189,13,0,73,0,0
1671,90,0,8,0,25,11,0,36,17,359,49,5,0,28,0,90,19,7
1672,0,14,7,0,32,7,160,16,10,144,22,4,69,0,0,121,0,0
1673,0,21,35,92,0,14,39,21,7,347,20,0,65,0,0,21,17,0
1674,0,18,5,0,18,9,58,0,4,125,0,0,32,6,0,194,4,0
1675,0,18,14,0,8,0,0,0,10,167,0,7,57,0,0,0,8,0
1676,0,46,9,91,0,10,0,0,11,226,22,0,0,10,4,218,31,6
1677,0,53,12,0,14,1,97,39,2,35,19,0,108,0,7,0,15,0
1678,0,26,3,0,42,11,0,0,4,223,27,0,244,0,0,152,16,0
1679,0,0,13,0,57,0,0,0,11,0,30,0,268,37,0,0,0,0
1680,0,10,4,0,9,14,0,37,5,112,7,0,142,16,0,105,4,0
1681,0,0,8,0,12,15,0,22,2,305,11,0,0,0,3,170,19,5
1682,0,44,31,0,16,3,0,16,8,83,19,0,116,23,0,280,0,0
1683,58,42,7,0,77,10,0,31,5,344,11,0,161,0,1,0,8,0
1684,0,36,13,111,56,13,111,20,3,160,22,0,243,29,0,35,23,0
1685,0,11,6,38,0,8,125,37,5,75,0,0,244,0,0,85,0,0
1686,0,5,14,0,0,6,0,0,6,165,18,0,226,0,6,143,20,0
1687,0,51,5,0,51,0,83,0,9,485,9,0,0,18,2,0,0,0
1688,0,24,4,0,21,5,0,0,0,187,0,0,362,32,0,204,0,0
1689,0,29,8,0,46,4,0,6,4,185,40,0,70,14,0,112,0,0
1690,0,49,7,0,39,16,66,40,8,80,0,5,28,0,0,230,0,1
1691,118,24,19,0,4,6,213,27,18,529,18,0,82,13,0,110,21,0
1692,0,12,12,108,22,7,23,0,9,221,0,1,233,26,0,332,10,4
1693,0,0,20,103,0,3,0,0,6,45,21,7,0,17,0,120,34,0
1694,67,16,4,0,67,7,0,22,11,91,29,0,213,42,10,102,5,0
1695,0,35,3,120,28,5,112,10,0,142,54,7,298,22,0,75,20,0
1696,67,4,17,0,0,17,0,0,15,84,21,0,164,15,0,103,0,0
1697,0,19,26,0,0,8,0,36,9,76,0,5,261,21,0,257,13,0
1698,23,19,7,0,0,0,17,0,0,124,20,0,434,0,0,89,22,0
1699,0,27,1,17,14,13,0,33,0,102,17,4,46,23,0,91,0,9
1700,0,13,8,0,0,17,0,14,9,68,43,0,111,23,7,35,5,0
1701,0,38,13,108,0,4,0,8,15,102,21,5,56,18,0,225,16,0
1702,0,7,7,0,33,8,93,0,4,117,31,0,201,15,0,158,0,7
1703,0,0,13,0,19,0,82,0,32,198,31,0,127,13,0,0,0,0
1704,0,17,6,87,22,7,0,0,23,34,34,0,59,0,0,0,38,0
1705,117,9,14,0,45,10,0,0,6,329,0,0,153,18,7,0,0,0
1706,78,21,3,0,0,14,0,36,11,261,47,0,36,25,0,0,13,0
1707,38,19,3,0,42,3,0,20,6,181,23,0,169,23,0,389,21,0
1708,0,0,0,0,34,15,0,0,2,29,33,0,279,0,0,0,22,0
1709,92,30,5,0,21,0,48,4,0,253,22,0,165,22,0,150,13,6
1710,0,51,10,0,57,16,123,9,5,123,37,0,157,15,7,104,0,0
1711,0,8,19,0,17,5,0,5,14,125,13,0,236,0,0,0,13,0
1712,0,12,4,68,7,4,0,16,1,170,0,5,231,0,0,176,0,0
1713,0,0,3,0,35,6,0,12,16,611,0,0,101,18,0,18,0,0
1714,0,12,9,0,0,16,0,16,9,246,52,4,218,0,0,99,8,5
1715,189,44,3,0,108,7,0,0,1,416,33,0,0,49,0,58,0,0
1716,0,54,12,0,0,6,0,15,10,71,20,0,150,0,0,0,67,0
1717,0,33,20,157,13,14,0,26,7,159,40,0,199,11,0,0,19,0
1718,0,76,0,51,44,6,0,0,5,33,47,0,0,26,0,202,15,0
1719,63,20,18,0,35,8,61,0,7,270,0,0,88,0,6,0,0,3
1720,0,19,17,0,63,19,0,10,4,52,16,0,96,0,0,16,5,1
1721,0,16,8,0,0,0,0,38,8,72,21,0,94,0,5,114,31,0
1722,0,10,14,0,38,6,61,15,4,255,20,0,435,16,0,111,0,0
1723,0,20,0,118,0,7,0,19,0,205,10,0,267,0,0,185,13,0
1724,0,21,15,58,23,12,0,19,8,91,0,0,29,0,0,96,23,0
1725,0,12,13,0,7,14,0,16,0,351,0,0,61,14,0,126,16,0
1726,69,11,7,0,0,14,26,0,4,16,0,0,167,0,0,65,0,0
1727,112,19,6,25,7,18,0,0,6,121,0,0,216,0,0,411,22,1
1728,0,85,9,0,46,3,59,0,0,258,0,2,77,7,0,102,11,0
1729,23,0,18,0,4,10,0,17,4,84,0,0,81,19,0,99,0,0
1730,0,15,4,0,0,7,0,58,14,318,0,0,224,0,0,87,37,5
1731,0,20,4,0,0,8,0,0,7,297,16,0,79,0,5,195,16,0
1732,0,12,5,41,23,6,209,18,13,74,18,4,70,0,0,203,9,0
1733,0,31,4,0,59,3,0,0,3,411,0,0,78,40,0,119,12,7
1734,0,0,14,0,25,13,18,0,4,170,23,0,79,31,0,58,19,0
1735,57,7,19,0,28,12,0,0,21,86,12,0,23,12,0,98,19,0
1736,0,0,10,0,20,19,0,18,17,95,67,0,79,0,0,333,23,0
1737,97,38,15,227,51,6,0,51,4,198,16,0,252,0,0,314,11,0
1738,0,11,1,0,0,6,84,23,8,279,0,0,76,18,6,0,0,0
1739,0,0,3,0,16,9,0,6,6,54,18,0,60,10,0,63,0,5
1740,16,0,10,0,19,10,41,16,3,25,0,0,431,0,0,56,16,0
1741,122,22,5,50,34,9,0,0,5,94,0,0,185,38,0,23,6,0
1742,0,23,0,0,15,9,0,0,2,101,0,0,202,0,0,105,0,0
1743,0,41,7,0,0,10,0,0,15,203,6,0,0,35,13,217,40,0
1744,0,20,12,0,15,8,31,8,0,197,0,0,41,4,0,211,0,0
1745,0,14,10,0,0,9,0,5,5,155,16,0,88,0,0,230,23,0
1746,0,48,4,0,20,10,0,26,2,54,62,0,189,0,0,267,21,0
1747,0,62,15,0,0,9,0,0,5,293,17,0,120,8,0,273,0,0
1748,0,20,6,74,23,4,123,0,0,123,0,0,0,20,0,52,8,0
1749,0,34,7,0,45,11,0,0,9,95,8,0,189,0,0,339,24,0
1750,0,19,13,0,0,6,0,12,14,70,0,0,246,0,0,144,0,0
1751,27,4,0,0,0,0,0,0,0,53,0,0,321,43,0,188,0,0
1752,172,42,12,118,21,13,0,28,11,62,0,0,0,0,7,37,16,0
1753,0,6,12,0,16,7,0,28,4,306,12,0,16,9,0,0,14,4
1754,0,21,4,0,7,10,0,0,3,107,41,0,325,21,2,0,0,0
1755,0,7,11,0,0,14,0,6,14,253,36,0,203,29,0,107,10,0
1756,0,12,3,0,9,4,0,21,9,253,0,3,55,0,0,381,19,0
1757,91,22,8,0,13,13,48,0,3,114,5,0,85,16,0,129,0,0
1758,98,51,6,0,9,1,127,14,22,265,0,0,236,21,0,203,0,0
1759,26,9,8,0,40,6,0,15,6,159,10,0,125,43,0,89,19,0
1760,0,31,7,0,22,12,44,9,12,0,19,0,170,13,3,0,0,0
1761,0,0,16,116,0,0,0,0,0,364,19,0,0,27,0,228,0,0
1762,0,0,7,0,0,0,0,0,11,0,16,3,85,0,0,0,0,0
1763,0,6,20,53,19,1,0,10,0,430,38,0,119,0,7,314,0,0
1764,0,0,4,45,22,7,116,12,6,276,5,0,409,0,0,169,35,3
1765,0,0,9,55,21,17,0,27,13,33,31,0,213,0,0,38,0,0
1766,0,0,16,0,33,7,0,18,7,93,44,0,169,0,0,64,21,0
1767,77,10,17,63,0,17,0,0,10,209,0,7,155,0,0,98,8,0
1768,0,5,5,0,40,3,0,0,5,350,4,0,134,21,0,343,0,0
1769,0,0,17,96,0,9,0,30,12,126,5,4,130,19,0,94,0,7
1770,0,19,39,0,31,0,0,27,5,0,9,0,193,0,5,104,43,0
1771,39,30,24,93,42,3,0,33,2,116,41,0,0,0,0,356,11,0
1772,89,0,2,19,15,16,0,18,12,0,28,1,227,21,0,286,11,4
1773,87,18,0,0,37,1,0,16,2,0,0,12,20,0,0,0,6,4
1774,0,16,3,0,50,5,0,23,3,365,13,0,31,0,0,74,0,0
1775,119,30,43,0,0,3,108,15,8,326,17,5,63,0,0,215,0,0
1776,19,46,14,121,12,12,97,18,13,178,40,4,411,33,0,0,0,0
1777,0,16,8,84,39,12,0,0,4,220,0,0,310,0,0,65,0,0
1778,0,0,6,19,0,13,0,22,13,224,33,0,168,0,7,87,0,0
1779,265,14,5,0,17,6,0,19,23,346,15,5,0,7,0,173,22,0
1780,0,24,0,26,0,7,0,73,12,146,20,0,192,46,0,66,0,1
1781,81,0,0,0,19,4,0,22,2,119,0,2,49,0,0,177,10,0
1782,40,27,9,22,27,5,69,0,0,255,0,0,92,22,0,337,47,0
1783,102,19,7,134,29,5,0,12,0,227,32,0,125,0,0,149,0,0
1784,0,4,7,0,39,13,0,10,5,181,0,0,128,0,0,41,0,0
